cell,easting_mean,northing_mean,cluster,years_available,log_traffic_mean,log_traffic_max,traffic_year_cv,point_cv_mean,log_link_length_km,log_count_points,road_category_n,year_coverage_frac,traffic_trend_pct_per_year
6887,74900.0,868400.0,0,10,6.55250788703459,6.674561391814426,0.10713756600691748,0.0,3.5380565643793527,0.6931471805599453,1,1.0,0.03231168831168765
6888,81555.0,864350.0,0,10,6.7621513051233455,6.921658184151129,0.10444906890201576,0.0792426313309695,2.580216829592325,1.0986122886681098,1,1.0,0.03375269779438851
6889,91200.0,869000.0,0,10,6.6689903467649705,6.7357800142423265,0.03987083380054673,0.0,0.9162907318741551,0.6931471805599453,1,1.0,0.011588039047993078
6893,138845.0,865000.0,0,10,6.8841283483509805,7.260522598089852,0.03784336286958141,0.4532246473759611,3.214867803470662,1.0986122886681098,2,1.0,0.0047738182315127204
6902,225300.0,861600.0,0,10,7.2560855023853055,7.344072850573066,0.05104977851685525,0.0,3.2386784521643803,0.6931471805599453,1,1.0,0.014611039404427545
6905,255700.0,860000.0,0,10,8.535524148100961,8.622813673279921,0.05831089016734624,0.0,1.791759469228055,0.6931471805599453,1,1.0,0.018053856843996994
6906,262550.0,866820.0,0,10,9.42137895286763,9.622714888385282,0.048796908105836305,0.11162249025732543,2.4932054526026954,1.0986122886681098,1,1.0,0.010956462246486885
6907,278500.0,866750.0,0,10,6.785700632974831,6.843749949006225,0.03379617830422562,0.0,2.5257286443082556,0.6931471805599453,1,1.0,0.0081233097860174
6910,306600.0,860000.0,0,10,9.23824732522919,9.293669979563187,0.027182030603871435,0.0,2.8273136219290276,0.6931471805599453,1,1.0,0.006200892409801048
6911,311850.0,865200.0,0,10,8.226519983308428,8.317766166719343,0.05623185081287726,0.0,0.0,0.6931471805599453,1,1.0,-0.00672571939092388
6912,321998.2,863475.8,0,10,9.656636007901527,10.168808978749206,0.02821020306570748,0.4828686534569517,2.928523523860541,2.302585092994046,3,1.0,-0.001115084072218957
